1,STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES
643,CO,Colorado,3,H0CO03116,,Gregory,Gilman,"Gilman, Gregory",,LIB,166,60.58%,,,"8,212",2.36%,,,,,,
646,CO,Colorado,3,H2CO03179,,Jaime,McMillan,"McMillan, Jaime",,W,,,,,26,0.01%,,,,,,
649,CO,Colorado,4,H0CO04122,(I),Cory,Gardner,"Gardner, Cory",,R,"49,340",100.00%,,,"200,006",58.42%,,,,,W,
651,CO,Colorado,4,H2CO04094,,Brandon,Shaffer,"Shaffer, Brandon",,D,"20,671",100.00%,,,"125,800",36.75%,,,,,,
653,CO,Colorado,4,H2CO04102,,Josh,Gilliland,"Gilliland, Josh",,LIB,,,,,"10,682",3.12%,,,,,,
654,CO,Colorado,4,H0CO04148,,Doug,Aden,"Aden, Doug",,AMC,118,100.00%,,,"5,848",1.71%,,,,,,
659,CO,Colorado,5,H6CO05159,(I),Doug,Lamborn,"Lamborn, Doug",,R,"43,929",61.72%,,,"199,639",64.98%,,,,,W,
662,CO,Colorado,5,H2CO05059,,Dave,Anderson,"Anderson, Dave",,UN,,,,,"53,318",17.35%,,,,,,
663,CO,Colorado,5,H2CO05067,,Jim,Pirtle,"Pirtle, Jim",,LIB,,,,,"22,778",7.41%,,,,,,
664,CO,Colorado,5,H2CO05117,,Misha,Luzov,"Luzov, Misha",,GRE,,,,,"18,284",5.95%,,,,,,
665,CO,Colorado,5,H2CO05109,,Kenneth R.,Harvell,"Harvell, Kenneth R.",,AMC,129,100.00%,,,"13,212",4.30%,,,,,,
667,CO,Colorado,5,H2CO05125,,George Allen,Cantrell,"Cantrell, George Allen",,W,,,,,6,0.00%,,,,,,
670,CO,Colorado,6,H8CO06138,(I),Mike,Coffman,"Coffman, Mike",,R,"35,721",100.00%,,,"163,938",47.81%,,,,,W,
672,CO,Colorado,6,H2CO06123,,Joe,Miklosi,"Miklosi, Joe",,D,"22,938",100.00%,,,"156,937",45.77%,,,,,,
674,CO,Colorado,6,H2CO06149,,Kathy,Polhemus,"Polhemus, Kathy",,UN,,,,,"13,442",3.92%,,,,,,
675,CO,Colorado,6,H2CO06156,,Patrick E.,Provost,"Provost, Patrick E.",,LIB,,,,,"8,597",2.51%,,,,,,
678,CO,Colorado,7,H6CO07023,(I),Ed,Perlmutter,"Perlmutter, Ed",,D,"29,987",100.00%,,,"182,460",53.51%,,,,,W,
680,CO,Colorado,7,H2CO07121,,Joe,Coors,"Coors, Joe",,R,"31,254",100.00%,,,"139,066",40.79%,,,,,,
682,CO,Colorado,7,H2CO07147,,"Douglas ""Dayhorse""",Campbell,"Campbell, Douglas ""Dayhorse""",,AMC,79,100.00%,,,"10,296",3.02%,,,,,,
684,CO,Colorado,7,H0CO07075,,Buck,Bailey,"Bailey, Buck",,LIB,,,,,"9,148",2.68%,,,,,,
690,CT,Connecticut,1,H8CT01046,(I),John B.,Larson,"Larson, John B.",,D*,*,,,,"192,840",64.92%,,,"206,973",69.67%,W,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for candidates for the U.S. House of Representatives were held on May 14, 2012, and the Republican conventions were held on May 18, 2012.  The convention vote totals listed on the next tab were obtained from the state parties.  An asterisk denotes the party's endorsed candidate."
691,CT,Connecticut,1,H8CT01046,(I),John B.,Larson,"Larson, John B.",,WF,,,,,"14,133",4.76%,,,"206,973",69.67%,W,
692,CT,Connecticut,1,H2CT01163,,John Henry,Decker,"Decker, John Henry",,R*,*,,,,"82,321",27.71%,,,,,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for candidates for the U.S. House of Representatives were held on May 14, 2012, and the Republican conventions were held on May 18, 2012.  The convention vote totals listed on the next tab were obtained from the state parties.  An asterisk denotes the party's endorsed candidate."
694,CT,Connecticut,1,H2CT01171,,S. Michael,DeRosa,"DeRosa, S. Michael",,GRE,,,,,"5,477",1.84%,,,,,,
695,CT,Connecticut,1,H2CT01189,,Matthew M.,Corey,"Corey, Matthew M.",,PC,,,,,"2,290",0.77%,,,,,,
698,CT,Connecticut,2,H2CT02112,(I),Joe ,Courtney,"Courtney, Joe ",,D*,*,,,,"189,444",63.16%,,,"204,708",68.25%,W,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for candidates for the U.S. House of Representatives were held on May 14, 2012, and the Republican conventions were held on May 18, 2012.  The convention vote totals listed on the next tab were obtained from the state parties.  An asterisk denotes the party's endorsed candidate."
699,CT,Connecticut,2,H2CT02112,(I),Joe ,Courtney,"Courtney, Joe ",,WF,,,,,"15,264",5.09%,,,"204,708",68.25%,W,
700,CT,Connecticut,2,H2CT02146,,Paul M.,Formica,"Formica, Paul M.",,R*,"14,256",66.91%,,,"88,103",29.37%,,,,,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for candidates for the U.S. House of Representatives were held on May 14, 2012, and the Republican conventions were held on May 18, 2012.  The convention vote totals listed on the next tab were obtained from the state parties.  An asterisk denotes the party's endorsed candidate."
705,CT,Connecticut,2,H2CT02153,,Colin D.,Bennett,"Bennett, Colin D.",,GRE,,,,,"3,638",1.21%,,,,,,
706,CT,Connecticut,2,H8CT02085,,Daniel J.,Reale,"Reale, Daniel J.",,LIB,,,,,"3,511",1.17%,,,,,,
709,CT,Connecticut,3,H0CT03072,(I),Rosa L.,DeLauro,"DeLauro, Rosa L.",,D*,*,,,,"197,163",67.68%,,,"217,573",74.69%,W,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for candidates for the U.S. House of Representatives were held on May 14, 2012, and the Republican conventions were held on May 18, 2012.  The convention vote totals listed on the next tab were obtained from the state parties.  An asterisk denotes the party's endorsed candidate."
710,CT,Connecticut,3,H0CT03072,(I),Rosa L.,DeLauro,"DeLauro, Rosa L.",,WF,,,,,"20,410",7.01%,,,"217,573",74.69%,W,
711,CT,Connecticut,3,H2CT05180,,Wayne,Winsley,"Winsley, Wayne",,R*,*,,,,"73,726",25.31%,,,,,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for candidates for the U.S. House of Representatives were held on May 14, 2012, and the Republican conventions were held on May 18, 2012.  The convention vote totals listed on the next tab were obtained from the state parties.  An asterisk denotes the party's endorsed candidate."
713,CT,Connecticut,3,H2CT03094,,"Hector W., Jr.",Concepcion,"Concepcion, Hector W., Jr.",,W,,,,,1,0.00%,,,,,,
714,CT,Connecticut,3,H2CT03086,,"Stephen ""Steve""",Packard,"Packard, Stephen ""Steve""",,W,,,,,1,0.00%,,,,,,
717,CT,Connecticut,4,H8CT04172,(I),Jim,Himes,"Himes, Jim",,D*,*,,,,"167,320",57.02%,,,"175,929",59.96%,W,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for candidates for the U.S. House of Representatives were held on May 14, 2012, and the Republican conventions were held on May 18, 2012.  The convention vote totals listed on the next tab were obtained from the state parties.  An asterisk denotes the party's endorsed candidate."
718,CT,Connecticut,4,H8CT04172,(I),Jim,Himes,"Himes, Jim",,WF,,,,,"8,609",2.93%,,,"175,929",59.96%,W,
719,CT,Connecticut,4,H2CT04068,,Stephen,Obsitnik,"Obsitnik, Stephen",,R*,*,,,,"117,503",40.04%,,,,,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for candidates for the U.S. House of Representatives were held on May 14, 2012, and the Republican conventions were held on May 18, 2012.  The convention vote totals listed on the next tab were obtained from the state parties.  An asterisk denotes the party's endorsed candidate."
725,CT,Connecticut,5,H2CT05131,,Elizabeth,Esty,"Esty, Elizabeth",,WF,,,,,"8,467",2.97%,,,"146,098",51.31%,W,
726,CT,Connecticut,5,H2CT05131,,Elizabeth,Esty,"Esty, Elizabeth",,D,"12,717",44.60%,,,"137,631",48.33%,,,"146,098",51.31%,W,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for candidates for the U.S. House of Representatives were held on May 14, 2012, and the Republican conventions were held on May 18, 2012.  The convention vote totals listed on the next tab were obtained from the state parties.  An asterisk denotes the party's endorsed candidate."
731,CT,Connecticut,5,H2CT05206,,Andrew,Roraback,"Roraback, Andrew",,IP,,,,,"9,710",3.41%,,,"138,637",48.69%,,
732,CT,Connecticut,5,H2CT05206,,Andrew,Roraback,"Roraback, Andrew",,R*,"9,536",32.11%,,,"128,927",45.28%,,,"138,637",48.69%,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for candidates for the U.S. House of Representatives were held on May 14, 2012, and the Republican conventions were held on May 18, 2012.  The convention vote totals listed on the next tab were obtained from the state parties.  An asterisk denotes the party's endorsed candidate."
738,CT,Connecticut,5,H0CT05127,,John,Pistone,"Pistone, John",,W,,,,,12,0.00%,,,,,,
739,CT,Connecticut,5,H2CT05214,,Russ,Jaeger,"Jaeger, Russ",,W,,,,,10,0.00%,,,,,,
767,DE,Delaware,0,H0DE01017,(I),"John C., Jr.",Carney,"Carney, John C., Jr.",,D,Unopposed,,,,"249,933",64.41%,,,,,W,
768,DE,Delaware,0,H2DE00130,,Thomas H.,Kovach,"Kovach, Thomas H.",,R,"15,018",65.56%,,,"129,757",33.44%,,,,,,
771,DE,Delaware,0,H2DE00155,,Bernard,August,"August, Bernard",,GRE, ,,,,"4,273",1.10%,,,,,,
772,DE,Delaware,0,H2DE00148,,Scott,Gesty,"Gesty, Scott",,LIB, ,,,,"4,096",1.06%,,,,,,
787,DC,District of Columbia,0,H0DC00058,(I),Eleanor H.,Norton,"Norton, Eleanor H.",,D,"52,881",97.29%,,,"246,664",88.55%,,,,,W,
790,DC,District of Columbia,0,H2DC00096,,Bruce,Majors,"Majors, Bruce",,LIB,64,100.00%,,,"16,524",5.93%,,,,,,
792,DC,District of Columbia,0,H8DC00143,,Natale Lino,Stracuzzi,"Stracuzzi, Natale Lino",,DCG,265,80.55%,,,"13,243",4.75%,,,,,,
797,DC,District of Columbia,0,n/a,,,Scattered,Scattered,,W,,,,,"2,132",0.77%,,,,,,
803,FL,Florida,1,H2FL01100,(I),Jeff,Miller,"Miller, Jeff",,R,Unopposed,,,,"238,440",69.60%,,,,,W,
804,FL,Florida,1,H8FL01099,,Jim,Bryan,"Bryan, Jim",,D,Unopposed,,,,"92,961",27.13%,,,,,,
805,FL,Florida,1,H2FL01191,,Calen ,Fretts,"Fretts, Calen ",,LIB,,,,,"11,176",3.26%,,,,,,
806,FL,Florida,1,H2FL01209,,"William Cleave, II",Drummond,"Drummond, William Cleave, II",,W,,,,,17,0.00%,,,,,,
809,FL,Florida,2,H0FL02110,(I),Steve,Southerland,"Southerland, Steve",,R,Unopposed,,,,"175,856",52.70%,,,,,W,
810,FL,Florida,2,H0FL02086,,Al,Lawson,"Lawson, Al",,D,"46,900",54.64%,,,"157,634",47.24%,,,,,,
815,FL,Florida,2,H2FL02132,,Floyd Patrick ,Miller,"Miller, Floyd Patrick ",,W,,,,,228,0.07%,,,,,,
818,FL,Florida,3,H2FL06109,,Ted,Yoho,"Yoho, Ted",,R,"22,273",34.39%,,,"204,331",64.73%,,,,,W,
823,FL,Florida,3,H2FL28012,,J.R.,Gaillot,"Gaillot, J.R.",,D,Unopposed,,,,"102,468",32.46%,,,,,,
824,FL,Florida,3,H2FL03130,,Philip ,Dodds,"Dodds, Philip ",,NPA,,,,,"8,870",2.81%,,,,,,
827,FL,Florida,4,H0FL04066,(I),Ander,Crenshaw,"Crenshaw, Ander",,R,"46,788",71.86%,,,"239,988",76.07%,,,,,W,
831,FL,Florida,4,H2FL04112,,Jim ,Klauder,"Klauder, Jim ",,NPA,,,,,"75,236",23.85%,,,,,,
832,FL,Florida,4,H0FL04116,,Gary ,Koniz,"Koniz, Gary ",,W,,,,,246,0.08%,,,,,,
835,FL,Florida,5,H2FL03056,(I),Corrine ,Brown,"Brown, Corrine ",,D,Unopposed,,,,"190,472",70.77%,,,,,W,
836,FL,Florida,5,H2FL05176 ,,LeAnne,Kolb,"Kolb, LeAnne",,R,Unopposed,,,,"70,700",26.27%,,,,,,
837,FL,Florida,5,H2FL05184 ,,Eileen ,Fleming,"Fleming, Eileen ",,NPA,,,,,"7,978",2.96%,,,,,,
838,FL,Florida,5,H2FL05192,,Bruce Ray ,Riggs,"Riggs, Bruce Ray ",,W,,,,,3,0.00%,,,,,,
841,FL,Florida,6,H2FL00292,,Ron,Desantis,"Desantis, Ron",,R,"24,132",38.85%,,,"195,962",57.22%,,,,,W,
849,FL,Florida,6,H0FL07077,,Heather ,Beaven,"Beaven, Heather ",,D,"29,909",80.48%,,,"146,489",42.78%,,,,,,
854,FL,Florida,7,H2FL08055,(I),John ,Mica,"Mica, John ",,R,"32,119",61.15%,,,"185,518",58.71%,,,,,W,
857,FL,Florida,7,H2FL07123,,Jason H.,Kendall,"Kendall, Jason H.",,D,"12,816",61.31%,,,"130,479",41.29%,,,,,,
860,FL,Florida,7,H2FL07131,,Fred ,Marra,"Marra, Fred ",,W,,,,,13,0.00%,,,,,,
863,FL,Florida,8,H8FL15107,(I),Bill ,Posey,"Posey, Bill ",,R,Unopposed,,,,"205,432",58.88%,,,,,W,
864,FL,Florida,8,H0FL15054,,Shannon ,Roberts,"Roberts, Shannon ",,D,Unopposed,,,,"130,870",37.51%,,,,,,
865,FL,Florida,8,H2FL08071,,Richard H.,Gillmor,"Gillmor, Richard H.",,NPA,,,,,"12,607",3.61%,,,,,,
868,FL,Florida,9,H6FL08213,,Alan ,Grayson,"Grayson, Alan ",,D,Unopposed,,,,"164,891",62.52%,,,,,W,
869,FL,Florida,9,H6FL08247,,Todd,Long,"Long, Todd",,R,"12,585",47.33%,,,"98,856",37.48%,,,,,,
878,FL,Florida,10,H0FL08208,(I),Daniel ,Webster,"Webster, Daniel ",,R,Unopposed,,,,"164,649",51.73%,,,,,W,
879,FL,Florida,10,H2FL08063,,Val B.,Demings,"Demings, Val B.",,D,Unopposed,,,,"153,574",48.25%,,,,,,
880,FL,Florida,10,H2FL10168 ,,Naipaul ,Seegolam,"Seegolam, Naipaul ",,W,,,,,46,0.01%,,,,,,
883,FL,Florida,11,H0FL05139,(I),"Richard B. ""Rich""",Nugent,"Nugent, Richard B. ""Rich""",,R,Unopposed,,,,"218,360",64.48%,,,,,W,
884,FL,Florida,11,H2FL05150,,H. David,Werder,"Werder, H. David",,D,Unopposed,,,,"120,303",35.52%,,,,,,
887,FL,Florida,12,H6FL09070,(I),Gus Michael,Bilirakis,"Bilirakis, Gus Michael",,R,Unopposed,,,,"209,604",63.48%,,,,,W,
888,FL,Florida,12,H2FL09103,,Jonathan Michael ,Snow,"Snow, Jonathan Michael ",,D,Unopposed,,,,"108,770",32.94%,,,,,,
889,FL,Florida,12,H4FL05032,,John ,Russell,"Russell, John ",,NPA,,,,,"6,878",2.08%,,,,,,
890,FL,Florida,12,H2FL12065,,Paul Sidney,Elliott,"Elliott, Paul Sidney",,NPA,,,,,"4,915",1.49%,,,,,,
893,FL,Florida,13,H6FL06035,(I),C.W . Bill,Young,"Young, C.W . Bill",,R,"39,395",69.12%,,,"189,605",57.57%,,,,,W,
897,FL,Florida,13,H2FL10150,,Jessica ,Ehrlich,"Ehrlich, Jessica ",,D,Unopposed,,,,"139,742",42.43%,,,,,,
900,FL,Florida,14,H6FL11126,(I),Kathy ,Castor,"Castor, Kathy ",,D,Unopposed,,,,"197,121",70.25%,,,,,W,
901,FL,Florida,14,H2FL11091,,"Evelio ""EJ""",Otero,"Otero, Evelio ""EJ""",,R,"12,084",60.31%,,,"83,480",29.75%,,,,,,
907,FL,Florida,15,H0FL12101,(I),Dennis,Ross,"Ross, Dennis",,R,Unopposed,,,,Unopposed,,,,,,W,
910,FL,Florida,16,H6FL13148,(I),Vern,Buchanan,"Buchanan, Vern",,R,Unopposed,,,,"187,147",53.61%,,,,,W,
911,FL,Florida,16,H2FL13188,,Keith ,Fitzgerald,"Fitzgerald, Keith ",,D,Unopposed,,,,"161,929",46.39%,,,,,,
914,FL,Florida,17,H8FL16022,(I),Tom,Rooney,"Rooney, Tom",,R,"37,881",73.20%,,,"165,488",58.63%,,,,,W,
917,FL,Florida,17,H2FL00300,,William ,Bronson,"Bronson, William ",,D,Unopposed,,,,"116,766",41.37%,,,,,,
918,FL,Florida,17,H2FL17080,,Tom,Baumann,"Baumann, Tom",,W,,,,,12,0.00%,,,,,,
921,FL,Florida,18,H2FL22072,,Patrick ,Murphy,"Murphy, Patrick ",,D,"26,791",79.69%,,,"166,257",50.28%,,,,,W,
925,FL,Florida,18,H8FL22038,(I),Allen B.,West,"West, Allen B.",,R,"45,790",74.40%,,,"164,353",49.70%,,,,,,
928,FL,Florida,18,H2FL18070,,Marilyn Davis,Holloman,"Holloman, Marilyn Davis",,W,,,,,55,0.02%,,,,,,
932,FL,Florida,19,H2FL14194,,Trey,Radel,"Radel, Trey",,R,"22,304",29.98%,,,"189,833",61.99%,,,,,W,
939,FL,Florida,19,H0FL14065,,Jim ,Roach,"Roach, Jim ",,D,Unopposed,,,,"109,746",35.84%,,,,,,
940,FL,Florida,19,H2FL19102,,Brandon M. ,Smith,"Smith, Brandon M. ",,NPA,,,,,"6,637",2.17%,,,,,,
943,FL,Florida,20,H2FL23021,(I),Alcee L.,Hastings,"Hastings, Alcee L.",,D,Unopposed,,,,"214,727",87.90%,,,,,W,
944,FL,Florida,20,H2FL20100,,Randall ,Terry,"Terry, Randall ",,NPA,,,,,"29,553",12.10%,,,,,,
945,FL,Florida,20,H2FL20118,,Anthony M.,Dutrow,"Dutrow, Anthony M.",,W,,,,,5,0.00%,,,,,,
948,FL,Florida,21,H0FL19080,(I),Ted ,Deutch,"Deutch, Ted ",,D,Unopposed,,,,"221,263",77.80%,,,,,W,
949,FL,Florida,21,H2FL21066 ,,"W. Michael ""Mike""",Trout,"Trout, W. Michael ""Mike""",,NPA,,,,,"37,776",13.28%,,,,,,
950,FL,Florida,21,H2FL19094,,Cesar ,Henao,"Henao, Cesar ",,NPA,,,,,"25,361",8.92%,,,,,,
953,FL,Florida,22,H2FL14053,,Lois ,Frankel,"Frankel, Lois ",,D,"18,483",61.35%,,,"171,021",54.63%,,,,,W,
956,FL,Florida,22,H2FL22098,,Adam ,Hasner,"Hasner, Adam ",,R,Unopposed,,,,"142,050",45.37%,,,,,,
959,FL,Florida,23,H4FL20023,(I),Debbie,Wasserman Schultz,"Wasserman Schultz, Debbie",,D,Unopposed,,,,"174,205",63.25%,,,,,W,
960,FL,Florida,23,H0FL20070,,Karen,Harrington,"Harrington, Karen",,R,"8,043",47.77%,,,"98,096",35.62%,,,,,,
966,FL,Florida,23,H2FL23096 ,,IIya,Katz,"Katz, IIya",,NPA,,,,,"3,129",1.14%,,,,,,
969,FL,Florida,24,H0FL17068,(I),Frederica S.,Wilson,"Wilson, Frederica S.",,D,"42,807",66.38%,,,Unopposed,,,,,,W,
974,FL,Florida,25,H2FL25018,(I),Mario ,Diaz-Balart,"Diaz-Balart, Mario ",,R,Unopposed,,,,"151,466",75.65%,,,,,W,
975,FL,Florida,25,H0FL20104,,Stanley ,Blumenthal,"Blumenthal, Stanley ",,NPA,,,,,"31,664",15.81%,,,,,,
976,FL,Florida,25,H2FL25059 ,,,VoteForEddie.Com,VoteForEddie.Com,,NPA,,,,,"17,099",8.54%,,,,,,
979,FL,Florida,26,H8FL25015,,Joe,Garcia,"Garcia, Joe",,D,"13,927",53.37%,,,"135,694",53.64%,,,,,W,
984,FL,Florida,26,H0FL25038,(I),David,Rivera,"Rivera, David",,R,Unopposed,,,,"108,820",43.02%,,,,,,
985,FL,Florida,26,H2FL26065 ,,Angel ,Fernandez,"Fernandez, Angel ",,NPA,,,,,"5,726",2.26%,,,,,,
986,FL,Florida,26,H2FL18054,,Jose,Peixoto,"Peixoto, Jose",,NPA,,,,,"2,717",1.07%,,,,,,
989,FL,Florida,27,H0FL18025,(I),Ileana,Ros-Lehtinen,"Ros-Lehtinen, Ileana",,R,Unopposed,,,,"138,488",60.17%,,,,,W,
990,FL,Florida,27,H2FL27014,,Manny ,Yevancey,"Yevancey, Manny ",,D,Unopposed,,,,"85,020",36.94%,,,,,,
991,FL,Florida,27,H2FL27030,,Thomas Joe,Cruz-Wiggins,"Cruz-Wiggins, Thomas Joe",,NPA,,,,,"6,663",2.89%,,,,,,
1014,GA,Georgia,1,H2GA01157,(I),Jack ,Kingston,"Kingston, Jack ",,R,"61,353",100.00%,,,"157,181",62.98%,,,,,W,
1016,GA,Georgia,1,H2GA01231,,Lesli Rae,Messinger,"Messinger, Lesli Rae",,D,"15,390",54.30%,,,"92,399",37.02%,,,,,,
1021,GA,Georgia,2,H2GA02031,(I),Sanford,Bishop,"Bishop, Sanford",,D,"68,981",100.00%,,,"162,751",63.78%,,,,,W,
1023,GA,Georgia,2,H2GA02114,,John,House,"House, John",,R,"8,614",31.94%,"2,705",54.96%,"92,410",36.22%,,,,,,
1029,GA,Georgia,3,H4GA08067,(I),Lynn,Westmoreland,"Westmoreland, Lynn",,R,"64,765",71.63%,,,"232,380",99.95%,,,,,W,
1033,GA,Georgia,3,H2GA03146,,David,Ferguson,"Ferguson, David",,W,,,,,105,0.05%,,,,,,
1036,GA,Georgia,4,H6GA04129,(I),"Henry C. ""Hank""",Johnson,"Johnson, Henry C. ""Hank""",,D,"52,982",76.96%,,,"208,861",73.55%,,,,,W,
1040,GA,Georgia,4,H2GA04144,,J. Chris,Vaughn,"Vaughn, J. Chris",,R,"17,261",54.48%,,,"75,041",26.43%,,,,,,
1043,GA,Georgia,4,H2GA11016,,Cynthia,McKinney,"McKinney, Cynthia",,W,,,,,58,0.02%,,,,,,
1044,GA,Georgia,4,H2GA04185,,Rachele,Fruit,"Fruit, Rachele",,W,,,,,2,0.00%,,,,,,
1047,GA,Georgia,5,H6GA05217,(I),John,Lewis,"Lewis, John",,D,"69,985",80.77%,,,"234,330",84.39%,,,,,W,
1050,GA,Georgia,5,H2GA05133,,Howard,Stopeck,"Stopeck, Howard",,R,"11,426",100.00%,,,"43,335",15.61%,,,,,,
1052,GA,Georgia,5,H2GA05141,,John,Benson,"Benson, John",,W,,,,,12,0.00%,,,,,,
1053,GA,Georgia,5,H4GA04058,,Raymond,Davis,"Davis, Raymond",,W,,,,,12,0.00%,,,,,,
1056,GA,Georgia,6,H4GA06087,(I),Tom ,Price,"Price, Tom ",,R,"71,032",100.00%,,,"189,669",64.51%,,,,,W,
1058,GA,Georgia,6,H2GA06115,,Jeff,Kazanow,"Kazanow, Jeff",,D,"10,313",51.07%,,,"104,365",35.49%,,,,,,
1063,GA,Georgia,7,H0GA07133,(I),Rob,Woodall,"Woodall, Rob",,R,"45,157",71.81%,,,"156,689",62.16%,,,,,W,
1066,GA,Georgia,7,H2GA07097,,Steve,Reilly,"Reilly, Steve",,D,"12,394",100.00%,,,"95,377",37.84%,,,,,,
1070,GA,Georgia,8,H0GA08099,(I),Austin,Scott,"Scott, Austin",,R,"59,300",100.00%,,,"197,789",100.00%,,,,,W,
1074,GA,Georgia,9,H2GA09150,,Doug,Collins,"Collins, Doug",,R,"45,894",41.80%,"39,016",54.62%,"192,101",76.18%,,,,,W,
1078,GA,Georgia,9,H2GA09200,,Jody,Cooley,"Cooley, Jody",,D,"8,963",100.00%,,,"60,052",23.82%,,,,,,
1082,GA,Georgia,10,H8GA10049,(I),Paul C.,Broun,"Broun, Paul C.",,R,"58,405",68.99%,,,"211,065",99.81%,,,,,W,
1085,GA,Georgia,10,H6GA09227,,Brian Russell,Brown,"Brown, Brian Russell",,W,,,,,401,0.19%,,,,,,
1088,GA,Georgia,11,H2GA11149,(I),Phil,Gingrey,"Gingrey, Phil",,R,"75,697",80.93%,,,"196,968",68.55%,,,,,W,
1092,GA,Georgia,11,H2GA11206,,Patrick,Thompson,"Thompson, Patrick",,D,"14,162",100.00%,,,"90,353",31.44%,,,,,,
1094,GA,Georgia,11,H2GA11180,,Allan,Levene,"Levene, Allan",,W,,,,,30,0.01%,,,,,,
1097,GA,Georgia,12,H4GA12010,(I),John,Barrow,"Barrow, John",,D,"41,587",100.00%,,,"139,148",53.70%,,,,,W,
1099,GA,Georgia,12,H2GA12105,,Lee,Anderson,"Anderson, Lee",,R,"20,551",34.22%,"13,785",50.29%,"119,973",46.30%,,,,,,
1106,GA,Georgia,13,H2GA13012,(I),David,Scott,"Scott, David",,D,"55,214",100.00%,,,"201,988",71.74%,,,,,W,
1108,GA,Georgia,13,H2GA13053,,S.,Malik,"Malik, S.",,R,"28,693",100.00%,,,"79,550",28.26%,,,,,,
1112,GA,Georgia,14,H0GA09030,(I),Tom ,Graves,"Graves, Tom ",,R,"65,873",100.00%,,,"159,947",72.97%,,,,,W,
1114,GA,Georgia,14,H2GA14010,,"Daniel ""Danny""",Grant,"Grant, Daniel ""Danny""",,D,"10,228",100.00%,,,"59,245",27.03%,,,,,,
1120,GU,Guam,0,H2GU00033,(I),Madeleine Z.,Bordallo,"Bordallo, Madeleine Z.",,D,"7,866",73.07%,,,"19,765",59.88%,,,,,W,
1124,GU,Guam,0,H2GU00066,,"Frank Flores, Jr.",Blas,"Blas, Frank Flores, Jr.",,R,"5,301",98.33%,,,"12,995",39.37%,,,,,,
1130,GU,Guam,0,n/a,,,Scattered,Scattered,,W,,,,,246,0.75%,,,,,,
